Table,Unit,Variety,Year,Attribute,Value
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2010,IN,95
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2010,IA,96
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2010,KS,95
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2010,MI,85
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2010,MN,93
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2010,MS,98
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2010,MO,94
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2010,NE,94
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2010,ND,94
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2010,OH,86
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2010,SD,98
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2010,WI,88
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2011,AR,95
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2011,IL,92
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2011,IN,96
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2011,IA,97
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2011,KS,96
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2011,MI,91
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2011,MN,95
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2011,MS,98
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2011,MO,91
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2011,NE,97
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2011,ND,94
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2011,OH,85
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2011,SD,98
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2011,WI,91
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2012,AR,94
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2012,IL,90
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2012,IN,93
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2012,IA,97
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2012,KS,94
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2012,MI,91
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2012,MN,91
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2012,MS,95
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2012,MO,91
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2012,NE,95
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2012,ND,98
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2012,OH,86
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2012,SD,98
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2012,WI,92
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2013,AR,97
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2013,IL,92
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2013,IN,90
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2013,IA,93
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2013,KS,93
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2013,MI,90
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2013,MN,93
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2013,MS,98
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2013,MO,90
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2013,NE,96
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2013,ND,94
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2013,OH,89
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2013,SD,97
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2013,WI,89
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2014,AR,99
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2014,IL,91
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2014,IN,92
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2014,IA,97
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2014,KS,94
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2014,MI,91
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2014,MN,94
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2014,MS,99
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2014,MO,91
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2014,NE,95
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2014,ND,96
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2014,OH,90
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2014,SD,97
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2014,WI,95
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2015,AR,97
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2015,IL,93
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2015,IN,93
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2015,IA,96
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2015,KS,96
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2015,MI,94
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2015,MN,95
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2015,MS,99
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2015,MO,87
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2015,NE,95
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2015,ND,94
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2015,OH,91
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2015,SD,96
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2015,WI,93
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2016,AR,96
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2016,IL,94
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2016,IN,92
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2016,IA,97
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2016,KS,95
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2016,MI,95
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2016,MN,96
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2016,MS,99
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2016,MO,89
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2016,NE,96
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2016,ND,95
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2016,OH,91
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2016,SD,96
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2016,WI,94
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2017,AR,97
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2017,IL,93
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2017,IN,92
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2017,IA,94
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2017,KS,94
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2017,MI,94
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2017,MN,96
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2017,MS,99
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2017,MO,87
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2017,NE,94
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2017,ND,95
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2017,OH,91
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2017,SD,96
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2017,WI,92
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2018,AR,97
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2018,IL,93
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2018,IN,91
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2018,IA,95
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2018,KS,95
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2018,MI,93
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2018,MN,95
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2018,MS,99
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2018,MO,91
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2018,NE,96
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2018,ND,95
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2018,OH,91
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2018,SD,97
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2018,WI,92
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2019,AR,96
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2019,IL,94
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2019,IN,93
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2019,IA,94
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2019,KS,95
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2019,MI,92
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2019,MN,95
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2019,MS,99
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2019,MO,94
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2019,NE,95
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2019,ND,95
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2019,OH,95
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2019,SD,93
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2019,WI,91
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2020,AR,96
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2020,IL,94
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2020,IN,93
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2020,IA,93
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2020,KS,97
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2020,MI,91
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2020,MN,93
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2020,MS,99
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2020,MO,95
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2020,NE,96
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2020,ND,94
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2020,OH,88
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2020,SD,95
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2020,WI,89
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2000,AR,43
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2000,IL,44
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2000,IN,63
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2000,IA,59
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2000,KS,66
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2000,MI,50
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2000,MN,46
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2000,MS,48
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2000,MO,62
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2000,NE,72
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2000,ND,22
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2000,OH,48
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2000,SD,68
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2000,WI,51
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2001,AR,60
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2001,IL,64
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2001,IN,78
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2001,IA,73
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2001,KS,80
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2001,MI,59
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2001,MN,63
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2001,MS,63
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2001,MO,69
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2001,NE,76
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2001,ND,49
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2001,OH,64
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2001,SD,80
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2001,WI,63
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2002,AR,68
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2002,IL,71
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2002,IN,83
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2002,IA,75
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2002,KS,83
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2002,MI,72
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2002,MN,71
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2002,MS,80
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2002,MO,72
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2002,NE,85
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2002,ND,61
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2002,OH,73
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2002,SD,89
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2002,WI,78
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2003,AR,84
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2003,IL,77
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2003,IN,88
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2003,IA,84
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2003,KS,87
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2003,MI,73
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2003,MN,79
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2003,MS,89
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2003,MO,83
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2003,NE,86
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2003,ND,74
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2003,OH,74
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2003,SD,91
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2003,WI,84
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2004,AR,92
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2004,IL,81
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2004,IN,87
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2004,IA,89
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2004,KS,87
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2004,MI,75
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2004,MN,82
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2004,MS,93
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2004,MO,87
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2004,NE,92
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2004,ND,82
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2004,OH,76
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2004,SD,95
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2004,WI,82
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2005,AR,92
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2005,IL,81
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2005,IN,89
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2005,IA,91
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2005,KS,90
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2005,MI,76
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2005,MN,83
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2005,MS,96
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2005,MO,89
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2005,NE,91
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2005,ND,89
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2005,OH,77
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2005,SD,95
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2005,WI,84
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2006,AR,92
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2006,IL,87
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2006,IN,92
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2006,IA,91
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2006,KS,85
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2006,MI,81
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2006,MN,88
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2006,MS,96
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2006,MO,93
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2006,NE,90
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2006,ND,90
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2006,OH,82
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2006,SD,93
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2006,WI,85
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2007,AR,92
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2007,IL,88
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2007,IN,94
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2007,IA,94
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2007,KS,92
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2007,MI,87
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2007,MN,92
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2007,MS,96
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2007,MO,91
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2007,NE,96
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2007,ND,92
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2007,OH,87
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2007,SD,97
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2007,WI,88
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2008,AR,94
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2008,IL,87
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2008,IN,96
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2008,IA,95
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2008,KS,95
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2008,MI,84
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2008,MN,91
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2008,MS,97
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2008,MO,92
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2008,NE,97
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2008,ND,94
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2008,OH,89
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2008,SD,97
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2008,WI,90
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2009,AR,94
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2009,IL,90
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2009,IN,94
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2009,IA,94
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2009,KS,94
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2009,MI,83
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2009,MN,92
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2009,MS,94
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2009,MO,89
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2009,NE,96
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2009,ND,94
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2009,OH,83
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2009,SD,98
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2009,WI,85
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2010,AR,96
